variant,occupied_f1,occupied_recall,accuracy,macro_f1,fragmentation_score,recall_livingroom_normal_use,hard_reasons,unknown_rate,decoder_changed_windows,decoder_added_occupied_windows,night_guard_applied,night_guard_reason,night_guard_suppressed_windows,night_guard_unknown_windows,night_guard_blocked_entries,day7_overnight_fp_overlap_minutes
anchor_top2_frag_v3,0.1430745814307458,0.17803030303030304,0.8481578947368421,0.5252102405260756,0.6190476190476191,0.163003663003663,occupied_f1_lt_0.580|occupied_recall_lt_0.500|not_eligible_below_min_train_days,0.0,0,0,False,disabled,0,0,0,95.9
lr_cross_room_presence_v4_night_guard,0.28267868641339344,0.8314393939393939,0.7085526315789473,0.3710116407349644,0.2441860465116279,0.8315018315018315,occupied_f1_lt_0.580|fragmentation_score_lt_0.450|not_eligible_below_min_train_days,0.007894736842105263,1851,1791,True,applied,149,60,639,52.33
